2019/02/11 15:46:45	app close.
2019/02/11 15:48:04	app start.
2019/02/11 15:48:09	app close.
2019/02/12 08:56:22	app start.
2019/02/12 09:21:51	app start.
2019/02/12 09:22:05	System.Threading.ThreadAbortException: 正在中止线程。
   在 System.Buffer.BlockCopy(Array src, Int32 srcOffset, Array dst, Int32 dstOffset, Int32 count)
   在 System.Net.ScatterGatherBuffers.Write(Byte[] buffer, Int32 offset, Int32 count)
   在 System.Net.ConnectStream.InternalWrite(Boolean async, Byte[] buffer, Int32 offset, Int32 size, AsyncCallback callback, Object state)
   在 System.Net.ConnectStream.Write(Byte[] buffer, Int32 offset, Int32 size)
   在 HttpClient.Form1.upload(Boolean& ran) 位置 C:\Users\rWX575610\Desktop\HttpClient\HttpClient\Form1.cs:行号 234
2019/02/12 09:22:05	app close.
2019/02/12 09:24:27	app start.
2019/02/12 09:25:26	app close.
2019/02/12 09:25:26	System.Threading.ThreadAbortException: 正在中止线程。
   在 System.Buffer.BlockCopy(Array src, Int32 srcOffset, Array dst, Int32 dstOffset, Int32 count)
   在 System.Net.ScatterGatherBuffers.Write(Byte[] buffer, Int32 offset, Int32 count)
   在 System.Net.ConnectStream.InternalWrite(Boolean async, Byte[] buffer, Int32 offset, Int32 size, AsyncCallback callback, Object state)
   在 System.Net.ConnectStream.Write(Byte[] buffer, Int32 offset, Int32 size)
   在 HttpClient.Form1.upload(Boolean& ran) 位置 C:\Users\rWX575610\Desktop\HttpClient\HttpClient\Form1.cs:行号 234
2019/02/12 09:28:39	app start.
2019/02/12 09:33:41	app start.
2019/02/12 09:34:51	app start.
2019/02/12 09:36:44	app start.
2019/02/12 09:40:40	app start.
2019/02/12 09:41:11	app start.
2019/02/12 09:59:25	app start.
2019/02/12 10:00:24	app start.
2019/02/12 10:03:54	app start.
2019/02/12 10:08:21	app start.
2019/02/12 10:44:04	app start.
2019/02/12 10:53:45	app start.
2019/02/12 10:55:36	app start.
2019/02/12 10:59:37	app start.
2019/02/12 11:00:46	app start.
2019/02/12 11:01:52	app start.
2019/02/12 11:05:34	app start.
2019/02/12 11:07:14	app start.
2019/02/12 11:09:51	app start.
2019/02/12 11:12:55	app start.
2019/02/12 11:13:01	app close.
2019/02/12 11:13:29	app start.
2019/02/12 11:14:32	app start.
2019/02/12 11:16:30	app start.
2019/02/12 11:19:04	app start.
2019/02/12 11:19:45	app start.
2019/02/12 11:21:52	app start.
2019/02/12 11:23:08	app start.
2019/02/12 12:27:06	app start.
2019/02/12 12:28:31	app start.
2019/02/12 14:06:01	app start.
2019/02/12 14:07:46	app start.
2019/02/12 14:14:39	app start.
2019/02/12 14:15:24	app start.
2019/02/12 14:19:10	app start.
2019/02/12 14:27:25	app start.
2019/02/12 14:27:27	app close.
2019/02/12 14:30:19	app start.
2019/02/12 14:33:09	app start.
2019/02/12 14:33:47	app start.
2019/02/12 14:34:14	app start.
2019/02/12 14:35:41	app start.
2019/02/12 14:37:41	app start.
2019/02/12 14:38:29	app start.
2019/02/12 14:40:07	app close.
2019/02/12 14:41:12	app start.
2019/02/12 14:41:14	app close.
2019/02/12 17:44:26	app start.
2019/02/12 17:45:40	app start.
2019/02/12 17:46:40	app start.
2019/02/12 17:47:04	app start.
2019/02/12 17:47:13	app close.
2019/02/12 17:47:49	app start.
2019/02/12 17:48:06	app close.
2019/02/12 17:50:18	app start.
2019/02/12 17:52:16	app start.
2019/02/12 17:54:51	app start.
2019/02/12 17:55:10	app close.
2019/02/12 17:56:45	app start.
2019/02/13 14:09:15	app start.
2019/02/13 14:25:35	app start.
2019/02/13 14:26:23	app start.
2019/02/13 14:28:01	app start.
2019/02/13 14:28:42	app start.
2019/02/13 14:30:02	app start.
2019/02/13 14:31:23	app start.
2019/02/13 14:33:17	app start.
2019/02/13 14:34:44	app start.
2019/02/13 14:35:34	app start.
2019/02/13 14:36:18	app start.
2019/02/13 14:37:58	app start.
2019/02/13 14:39:57	app start.
2019/02/13 14:40:08	app close.
2019/02/13 15:12:04	app start.
2019/02/13 15:31:36	app start.
2019/02/13 15:32:53	app close.
2019/02/13 15:32:56	app start.
2019/02/13 15:33:51	app close.
2019/02/13 15:40:54	app start.
2019/02/13 15:42:48	app close.
2019/02/13 15:52:17	app start.
2019/02/13 15:52:36	app close.
2019/02/13 15:57:12	app start.
2019/02/13 15:59:42	app start.
2019/02/13 16:01:35	app start.
2019/02/13 16:04:56	app start.
2019/02/13 16:09:00	app start.
2019/02/13 16:10:01	app start.
2019/02/13 16:11:04	app start.
2019/02/13 16:11:11	app close.
2019/02/13 16:11:27	app start.
2019/02/13 16:11:32	app close.
2019/02/13 16:11:49	app start.
2019/02/13 16:11:56	app close.
2019/02/13 17:51:52	app start.
2019/02/14 08:40:16	app start.
2019/02/14 08:40:40	app close.
